lei,lender_name,source_year,source,status
549300W1HU6IVVIEJ389,"RANLIFE, INC.",2025,Official HMDA Data Browser filers API,matched
549300W20M87S246SZ26,"MDE HOME LOANS, LLC",2025,Official HMDA Data Browser filers API,matched
549300W2DSERWC01YR18,Walden Savings Bank,2025,Official HMDA Data Browser filers API,matched
549300W2VOHO3742H053,SELF-HELP Credit Union,2025,Official HMDA Data Browser filers API,matched
549300W40F67Y6WWQX34,first vision bank of tennessee,2023,Official HMDA Data Browser filers API,matched
549300W424PDJPNFLY60,The Gifford State Bank,2025,Official HMDA Data Browser filers API,matched
549300W45D2J6BT4LX65,"ALL CREDIT CONSIDERED MORTGAGE, INC.",2025,Official HMDA Data Browser filers API,matched
549300W4FT4H1UWPGU95,GREENSTATE Credit Union,2025,Official HMDA Data Browser filers API,matched
549300W4TWSN8U8TGD72,Citizens Bank of Lafayette,2025,Official HMDA Data Browser filers API,matched
549300W5A6PQ1VJG3497,First Federal Bank of Kansas City,2025,Official HMDA Data Browser filers API,matched
549300W5V403XF1RX254,"OWNERSCHOICE FUNDING, INCORPORATED",2025,Official HMDA Data Browser filers API,matched
549300W6GQTN13GWDQ17,The Malvern National Bank,2024,Official HMDA Data Browser filers API,matched
549300W6J23SLH6AR815,Great Lakes Credit Union,2025,Official HMDA Data Browser filers API,matched
549300W6K140RN8NQB93,DFCU FINANCIAL,2025,Official HMDA Data Browser filers API,matched
549300W6OBJ6KNM5Y833,Texas Bank,2025,Official HMDA Data Browser filers API,matched
549300W6UP8EY0KSBG85,New Century Bank,2023,Official HMDA Data Browser filers API,matched
549300W75G5512S0BN41,1ST ED CREDIT UNION,2023,Official HMDA Data Browser filers API,matched
549300W76QLF060CER73,"First South Farm Credit, ACA",2023,Official HMDA Data Browser filers API,matched
549300W7XZMMFOVY0Z37,"NewTowne Mortgage, LLC",2023,Official HMDA Data Browser filers API,matched
549300W8FHFUIVMAUT86,PRIMCO MORTGAGE LLC,2023,Official HMDA Data Browser filers API,matched
549300W8Q4KZC8LMAV19,First Metro Bank,2024,Official HMDA Data Browser filers API,matched
549300W8XIPJGDECVX07,"SOUTHERN LENDING SERVICES, LTD.",2025,Official HMDA Data Browser filers API,matched
549300WBJK857X8MNU96,GAS AND ELECTRIC CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300WC12JROIUVWY16,SOUTH CAROLINA FEDERAL CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300WC15MLNUIZYR16,APCO EMPLOYEES,2025,Official HMDA Data Browser filers API,matched
549300WDLOVGUYVTS727,MTC Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
549300WEOD0TL2O6EU67,"MOUNTAIN WEST FINANCIAL, INC.",2024,Official HMDA Data Browser filers API,matched
549300WETW159N5QFR97,FIRST CAPITAL Federal Credit Union,2024,Official HMDA Data Browser filers API,matched
549300WEZMN6QE5IIH42,"JERSEY MORTGAGE COMPANY OF NEW JERSEY, INC.",2024,Official HMDA Data Browser filers API,matched
549300WGEJKXK5PPHT03,"HOMESITE MORTGAGE, LLC",2023,Official HMDA Data Browser filers API,matched
549300WH9FMXOC63ZV77,NATIONWIDE EQUITIES CORPORATION,2025,Official HMDA Data Browser filers API,matched
549300WHACUOETOKO184,First American Bank and Trust Company,2025,Official HMDA Data Browser filers API,matched
549300WHVRE44NRBU558,City Lending Inc.,2025,Official HMDA Data Browser filers API,matched
549300WIBPMHJJ84YQ06,Traditions Bank,2024,Official HMDA Data Browser filers API,matched
549300WIE2SKOKI8PF63,North Shore Trust and Savings,2025,Official HMDA Data Browser filers API,matched
549300WJIJV987NXVC31,"SCENIC OAKS FUNDING, LLC",2025,Official HMDA Data Browser filers API,matched
549300WJMSK78N2L9U23,"OAK MORTGAGE, LLC",2024,Official HMDA Data Browser filers API,matched
549300WK15ESCDNJ5M35,CORNING CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300WKFR15017V9850,MEGASTAR FINANCIAL CORP.,2025,Official HMDA Data Browser filers API,matched
549300WKOE38PNUSOD49,RadiFi Credit Union,2025,Official HMDA Data Browser filers API,matched
549300WKXTUY0SWZNZ90,"AMERICAN NATIONWIDE MORTGAGE COMPANY, INC.",2023,Official HMDA Data Browser filers API,matched
549300WLYZ63QPFTDP84,Main Street Bank Corp,2025,Official HMDA Data Browser filers API,matched
549300WMQ4WI6QXK7803,SKYLA FEDERAL CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300WN1LQYJX9HOU28,Mountain Commerce Bank,2024,Official HMDA Data Browser filers API,matched
549300WN576XI5QFH005,"ASPIRE FINANCIAL, INC.",2023,Official HMDA Data Browser filers API,matched
549300WOJCNL7B110W30,Open Bank,2025,Official HMDA Data Browser filers API,matched
549300WOJH0MSG0OIM41,ALABAMA ONE,2025,Official HMDA Data Browser filers API,matched
549300WPK18IMSC1OM63,"LUMENT STRUCTURED FINANCE, LLC",2025,Official HMDA Data Browser filers API,matched
549300WR7Z70C25QD821,TEXAS HEALTH CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300WRB87J6ZL6CO07,WESTERN VISTA,2025,Official HMDA Data Browser filers API,matched
549300WRDGBHKR1BXL98,Merchants Bank of Indiana,2025,Official HMDA Data Browser filers API,matched
549300WS8BW0I0BDA390,DIAMOND RESIDENTIAL MORTGAGE CORPORATION,2025,Official HMDA Data Browser filers API,matched
549300WT3BKLLJV4I440,Lafayette State Bank,2025,Official HMDA Data Browser filers API,matched
549300WTZMQSET2VY242,ACADEMY MORTGAGE CORPORATION,2023,Official HMDA Data Browser filers API,matched
549300WU17K1CLH8VI32,Chemung Canal Trust Company,2025,Official HMDA Data Browser filers API,matched
549300WUGYTMN4HIT493,DuPage Credit Union,2025,Official HMDA Data Browser filers API,matched
549300WVVCPSUJMG9419,BLC Community Bank,2025,Official HMDA Data Browser filers API,matched
549300WW4OBT30G5DK23,THRIVENT Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
549300WWAUM3SY0XPY42,ALTA VISTA,2025,Official HMDA Data Browser filers API,matched
549300WWJ28EP3GZG107,FIRSTBANK PUERTO RICO,2025,Official HMDA Data Browser filers API,matched
549300WWLOUWIJ1Q0H29,MICHIGAN SCHOOLS AND GOVERNMENT,2025,Official HMDA Data Browser filers API,matched
549300WX4YO71NFO5362,HOUSTON POLICE,2025,Official HMDA Data Browser filers API,matched
549300WXIUJ8ZTV7X921,Peoples Bank of Kankakee County,2025,Official HMDA Data Browser filers API,matched
549300WXO2FZYE7KAW26,CERTIFIED CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300WYBPIWKK6SQC06,Bell Bank,2025,Official HMDA Data Browser filers API,matched
549300WYC8C6REMY4E38,Minnwest Bank,2025,Official HMDA Data Browser filers API,matched
549300WYRD3CZ6KH1N11,CREDIT UNION OF OHIO,2025,Official HMDA Data Browser filers API,matched
549300WZCZNKQZ3TAU55,CUSTOMER SERVICE MORTGAGE CORPORATION,2023,Official HMDA Data Browser filers API,matched
549300WZWPMDWIL12842,Apex Bank,2025,Official HMDA Data Browser filers API,matched
549300X03SL4SM0F3U87,ConnectOne Bank,2025,Official HMDA Data Browser filers API,matched
549300X08QKYUH256I80,"Goldwater Bank, N.A.",2025,Official HMDA Data Browser filers API,matched
549300X0DCWAGU4DZH55,"NEXUS SERIES B, LLC",2025,Official HMDA Data Browser filers API,matched
549300X2FI65C4A30O27,F&M Bank,2025,Official HMDA Data Browser filers API,matched
549300X4P2GHQNMZGO79,MORTGAGE CENTER L.C,2025,Official HMDA Data Browser filers API,matched
549300X66F41NHRM7578,Federated Bank,2024,Official HMDA Data Browser filers API,matched
549300X6ESK4SUBRYL85,Waterman State Bank,2025,Official HMDA Data Browser filers API,matched
549300X72Q5WKCW2QQ95,R M K FINANCIAL CORP.,2023,Official HMDA Data Browser filers API,matched
549300X7J20OLLSGTZ36,"MUNICIPAL EMPLOYEES CREDIT UNION OF BALTIMORE, INCORPORATED",2024,Official HMDA Data Browser filers API,matched
549300X7KG2H84UCP685,"Financial Funding Solutions, Inc.",2025,Official HMDA Data Browser filers API,matched
549300X7PN8KSYQHY415,Peoples Bank,2025,Official HMDA Data Browser filers API,matched
549300X844WCY1CCL322,"GSB MORTGAGE, INC.",2025,Official HMDA Data Browser filers API,matched
549300X8AUU3UC1ULZ79,FIRST EQUITY MORTGAGE INCORPORATED,2025,Official HMDA Data Browser filers API,matched
549300X8XJW35HJ7M023,Select Bank,2024,Official HMDA Data Browser filers API,matched
549300X9F6RDCRU0HK78,First Bank of Owasso,2024,Official HMDA Data Browser filers API,matched
549300XA6P3X1GTJEY80,SECURITYPLUS,2025,Official HMDA Data Browser filers API,matched
549300XAHXRVSRML8V19,"DIRECT MORTGAGE, CORP.",2025,Official HMDA Data Browser filers API,matched
549300XAJENHWRM32Z86,Bank of Springfield,2025,Official HMDA Data Browser filers API,matched
549300XBOKNEE2CQJL92,"AUGUSTA FINANCIAL, INC.",2025,Official HMDA Data Browser filers API,matched
549300XCHJ481RPPSP63,Wyoming Bank & Trust,2025,Official HMDA Data Browser filers API,matched
549300XCP8KCUTKGF379,121 FINANCIAL,2023,Official HMDA Data Browser filers API,matched
549300XCVBRR56D08F03,"MISSION LOANS, LLC",2025,Official HMDA Data Browser filers API,matched
549300XDZHJDR5G01Q52,ALABAMA CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300XECJ0294F1ZG19,"MATTAMY HOME FUNDING, LLC",2025,Official HMDA Data Browser filers API,matched
549300XED7IBK9VVQH70,"PIKE CREEK MORTGAGE SERVICES, INC.",2025,Official HMDA Data Browser filers API,matched
549300XF8276TFB0V157,Central Bank,2025,Official HMDA Data Browser filers API,matched
549300XFNTNQLLW0HY87,The Citizens National Bank of Meridian,2025,Official HMDA Data Browser filers API,matched
549300XFPZ54Y2QPYR56,"RMC HOME MORTGAGE, LLC",2025,Official HMDA Data Browser filers API,matched
549300XFW2CXGSLDJ958,GATEWAY MORTGAGE CORPORATION,2025,Official HMDA Data Browser filers API,matched
549300XHAIQYHZG7KY40,First National Bank Colorado,2025,Official HMDA Data Browser filers API,matched
549300XHEKTWE48VS407,"Consumer First Mortgage, Inc.",2025,Official HMDA Data Browser filers API,matched
549300XHF3PMRO08N352,VERITY,2025,Official HMDA Data Browser filers API,matched
549300XHKDHI81WG5G33,Bank of the Orient,2025,Official HMDA Data Browser filers API,matched
549300XHPPLC0TBRV021,"PRIORITY HOME LENDING, LLC",2025,Official HMDA Data Browser filers API,matched
549300XJN2FXJNUZ8F52,"HIGHLAND HOMELOANS, LLC",2025,Official HMDA Data Browser filers API,matched
549300XKEC7P1D7OKJ16,Great Plains National Bank,2025,Official HMDA Data Browser filers API,matched
549300XKIMAP8O4OS123,BELLWETHER COMMUNITY CREDIT UNION,2024,Official HMDA Data Browser filers API,matched
549300XL5688T9WLKS84,"Tidewater Home Funding, LLC",2025,Official HMDA Data Browser filers API,matched
549300XLRD9QLLJRCB89,GREYLOCK FEDERAL CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300XMCDBXHD84QD46,Ohnward Bank & Trust,2025,Official HMDA Data Browser filers API,matched
549300XOOL3OJTITCV30,CITADEL FEDERAL CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300XOP6YO0UN0TY92,Spero Financial,2023,Official HMDA Data Browser filers API,matched
549300XOTES5TCS8T794,"First Mid Bank & Trust, National Association",2025,Official HMDA Data Browser filers API,matched
549300XOWUPV4E45EE89,"Farmers State Bank of Alto Pass, Ill.",2025,Official HMDA Data Browser filers API,matched
549300XPGZ2ODNN94697,XPLORE FEDERAL CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300XPRIVI6I4YR959,State Bank of Bement,2025,Official HMDA Data Browser filers API,matched
549300XQ7B5FIVUNFE29,VAN DYK MORTGAGE CORPORATION,2025,Official HMDA Data Browser filers API,matched
549300XQ8DRJT0OETE90,Commercial Bank,2025,Official HMDA Data Browser filers API,matched
549300XQVJ1XBNFA5536,21st Mortgage Corporation,2025,Official HMDA Data Browser filers API,matched
549300XR0EY1M0FVG232,MORTGAGE BANK OF CALIFORNIA,2025,Official HMDA Data Browser filers API,matched
549300XR3B6372SESA46,PACIFIC SERVICE CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300XRB0LTJL53XI04,Unison Bank,2024,Official HMDA Data Browser filers API,matched
549300XRF9LCZ3RX3Q39,"Allied First Bank,sb",2025,Official HMDA Data Browser filers API,matched
549300XRGNVNCISU8Q79,Mid-Atlantic Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
549300XRXBA38J60S618,JMJ FINANCIAL GROUP,2025,Official HMDA Data Browser filers API,matched
549300XSS1CPK8G7B851,ServisFirst Bank,2025,Official HMDA Data Browser filers API,matched
549300XT5WP4TMNXL317,"Heritage Bank, Inc.",2024,Official HMDA Data Browser filers API,matched
549300XTGDMRB8FMR522,TEXOMA COMMUNITY CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300XTSMAC5DOX6447,Havard Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
549300XUKQ6W1CY6QK47,First Federal Savings Bank,2025,Official HMDA Data Browser filers API,matched
549300XUMLWCTTKR4B35,First Community Bank,2025,Official HMDA Data Browser filers API,matched
549300XUMML1SMLTVQ62,NUTMEG STATE FINANCIAL,2025,Official HMDA Data Browser filers API,matched
549300XVCHXNN8R67U29,Community Federal Savings Bank,2025,Official HMDA Data Browser filers API,matched
549300XVX388NW99XE16,ESSENTIAL,2024,Official HMDA Data Browser filers API,matched
549300XW2H531FLD3I90,FIRST FED BANK,2025,Official HMDA Data Browser filers API,matched
549300XWC8ZG8WYKWG35,"Towne First Mortgage, LLC",2025,Official HMDA Data Browser filers API,matched
549300XWUSRVVOHPRY47,"EVERETT FINANCIAL, INC.",2025,Official HMDA Data Browser filers API,matched
549300XXIJ7WMGY22535,"SOUTHPOINT FINANCIAL SERVICES, INC.",2024,Official HMDA Data Browser filers API,matched
549300XXQGH86HT5JF25,Conway Bank,2024,Official HMDA Data Browser filers API,matched
549300XXX5RVRVYNKY79,Home State Bank,2025,Official HMDA Data Browser filers API,matched
549300XY02VS45I5ZZ90,Lincoln Savings Bank,2024,Official HMDA Data Browser filers API,matched
549300XY701IELCE5Q08,BETTER MORTGAGE CORPORATION,2025,Official HMDA Data Browser filers API,matched
549300XYCNS3JDVQXU89,State Bank,2025,Official HMDA Data Browser filers API,matched
549300XYHH9IPC6FQW89,The Bank of Herrin,2025,Official HMDA Data Browser filers API,matched
549300XYLNCM8KWF7B15,TRUWEST Credit Union,2025,Official HMDA Data Browser filers API,matched
549300XYOAX0LV89BL94,"FCN Bank, National Association",2023,Official HMDA Data Browser filers API,matched
549300XYY2S4S7UPJT86,"SK GLOBAL INVESTMENT, INC",2023,Official HMDA Data Browser filers API,matched
549300XZ4R55J9UKB235,SELFRELIANCE FEDERAL CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300XZEU2LB7FLWW04,FOUR POINTS,2025,Official HMDA Data Browser filers API,matched
549300XZF8VZFNRNBW38,Geddes Federal Savings and Loan Association,2025,Official HMDA Data Browser filers API,matched
549300XZGHPTWOJPDI31,Wayne Bank,2025,Official HMDA Data Browser filers API,matched
549300Y01XP7FO81MC08,Core Bank,2025,Official HMDA Data Browser filers API,matched
549300Y0F8X17ADZK505,First Bank Richmond,2025,Official HMDA Data Browser filers API,matched
549300Y1BH01D1B61H27,VA DESERT PACIFIC,2023,Official HMDA Data Browser filers API,matched
549300Y37WHI3S8KVE74,MERCED SCHOOL EMPLOYEES FEDERAL CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300Y3R0S9WULTX168,,,Official HMDA Data Browser filers API,unmatched
549300Y4BSP3BSFW7J29,DELTA COMMUNITY CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300Y4CEEGC4KCFI45,TELCOE FEDERAL CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300Y4GAAGXS20SL80,MISSOURI ELECTRIC COOPERATIVES EMPL,2024,Official HMDA Data Browser filers API,matched
549300Y4I3OP11OGQV16,Fairfax State Savings Bank,2025,Official HMDA Data Browser filers API,matched
549300Y5Y88FQLI7VE83,DEEPHAVEN MORTGAGE LLC,2025,Official HMDA Data Browser filers API,matched
549300Y5YUNNHUW2EQ06,Stellar Bank,2025,Official HMDA Data Browser filers API,matched
549300Y6FMTOZSY0VW06,Kemba Financial Credit Union Inc,2025,Official HMDA Data Browser filers API,matched
549300Y6FW0UWRZJW587,Eagle Rock Bank,2024,Official HMDA Data Browser filers API,matched
549300Y6WN08IC7KWH70,TRAILBLAZER MORTGAGE L.L.C.,2025,Official HMDA Data Browser filers API,matched
549300Y6X9E8QVGNA045,"City First Bank, National Association",2024,Official HMDA Data Browser filers API,matched
549300Y6YKK2XPSFJO71,"SYNERGY HOME MORTGAGE, LLC",2023,Official HMDA Data Browser filers API,matched
549300Y7G2MW6V1OR474,"VICTORIAN FINANCE, LLC",2025,Official HMDA Data Browser filers API,matched
549300Y7HCU10KIRLG30,Peoples Bank,2025,Official HMDA Data Browser filers API,matched
549300Y7OEG60MGTKK54,Heartland Bank,2024,Official HMDA Data Browser filers API,matched
549300Y817BTHHMVNH95,PILGRIM MORTGAGE LLC,2025,Official HMDA Data Browser filers API,matched
549300YAYQAARPBTRA72,"PROPER RATE, LLC",2025,Official HMDA Data Browser filers API,matched
549300YB1H2FRI6JPM51,LAKE MICHIGAN CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300YBAW8FZJWPB842,PLATINUM EAGLE MORTGAGE LLC,2025,Official HMDA Data Browser filers API,matched
549300YBDU83IKL6II41,Brentwood Bank,2024,Official HMDA Data Browser filers API,matched
549300YBM0K5N6REP663,"Gilmer National Bank, Gilmer, Texas",2025,Official HMDA Data Browser filers API,matched
549300YCCZTMBHGTNQ79,Independent Bank,2024,Official HMDA Data Browser filers API,matched
549300YD7XJM19TH5O82,CITIZENS EQUITY FIRST,2025,Official HMDA Data Browser filers API,matched
549300YD9NNO7W7TSI64,Wheatland Bank,2023,Official HMDA Data Browser filers API,matched
549300YDBNK66R6ZES34,TOGETHER CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300YDU8N5KZBYRU81,Coleman County State Bank,2025,Official HMDA Data Browser filers API,matched
549300YEC4OVVYQB2849,"MMS MORTGAGE SERVICES, LTD.",2025,Official HMDA Data Browser filers API,matched
549300YEI60WAHWQ3110,KITSAP Credit Union,2025,Official HMDA Data Browser filers API,matched
549300YFEWUJMPG9CN91,Town & Country Bank and Trust Company,2025,Official HMDA Data Browser filers API,matched
549300YHKDUKPJGRPK46,SAFE 1 CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300YHPEPV6KF30T16,Rosedale Federal Savings and Loan Association,2025,Official HMDA Data Browser filers API,matched
549300YHR41F57LS0R28,Farmers and Merchants Union Bank,2025,Official HMDA Data Browser filers API,matched
549300YHSRT5YOR5W454,ALLIANCE CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300YIBRM1ZYA6GT07,NAVIGANT CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300YIOSILVWW8FH16,BRIDGELOCK CAPITAL,2024,Official HMDA Data Browser filers API,matched
549300YIQ7S7Z8PIHE53,AmeriSave Mortgage Corporation,2025,Official HMDA Data Browser filers API,matched
549300YIZECN2NB3I529,First Financial Bank,2025,Official HMDA Data Browser filers API,matched
549300YJ77JVC6X3BO61,Thomasville National Bank,2025,Official HMDA Data Browser filers API,matched
549300YJQ7L8XG0WT572,CINFED Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
549300YK8RG6J51VOI08,Community Bank,2025,Official HMDA Data Browser filers API,matched
549300YKBMBBIIMQJS94,Southern Bank,2025,Official HMDA Data Browser filers API,matched
549300YKMWXBZEEA1471,Royal Bank,2025,Official HMDA Data Browser filers API,matched
549300YKTME1U7Z0UN20,Empower Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
549300YLA2LNEYNOLN85,WATSON MORTGAGE CORP.,2024,Official HMDA Data Browser filers API,matched
549300YLIY5SO2XSK094,Ridgewood Savings Bank,2025,Official HMDA Data Browser filers API,matched
549300YM15OICCNPH537,GREENWAY MORTGAGE FUNDING CORP.,2025,Official HMDA Data Browser filers API,matched
549300YMEOE50UQ6NM87,American Bank of Freedom,2025,Official HMDA Data Browser filers API,matched
549300YMIOLU51FSTO86,"CONSTRUCTIVE LOANS, LLC",2025,Official HMDA Data Browser filers API,matched
549300YMV5FVP7DXOG44,COMMONWEALTH ONE,2025,Official HMDA Data Browser filers API,matched
549300YN7OQX9PTS2T45,"Lone Star Capital Bank, National Association",2024,Official HMDA Data Browser filers API,matched
549300YN94MOAVYW0F52,"GoodLeap, LLC",2025,Official HMDA Data Browser filers API,matched
549300YNUT7D0FWKU636,The Farmers National Bank of Canfield,2025,Official HMDA Data Browser filers API,matched
549300YOCINIK5RN6R57,GATEWAY METRO,2025,Official HMDA Data Browser filers API,matched
549300YOEBGKPKU43Q28,Webster Five Cents Savings Bank,2025,Official HMDA Data Browser filers API,matched
549300YOGGZET04TZM44,Abacus Federal Savings Bank,2025,Official HMDA Data Browser filers API,matched
549300YPBBHUEKV1YC68,"CITY FIRST MORTGAGE SERVICES, L.L.C.",2025,Official HMDA Data Browser filers API,matched
549300YPQDQJM78AYS70,HEARTLAND,2025,Official HMDA Data Browser filers API,matched
549300YPSRX7HBRJSR08,1ST UNITED SERVICES CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300YQ763HO7N3CO68,The Bank of South Carolina,2025,Official HMDA Data Browser filers API,matched
549300YQJU3WVKMRXR40,"PATRIOT ONE MORTGAGE BANKERS, LLC",2025,Official HMDA Data Browser filers API,matched
549300YR7U7TZTQ1GH77,Centennial Bank,2025,Official HMDA Data Browser filers API,matched
549300YRN588YD6VNJ18,F&M Bank,2025,Official HMDA Data Browser filers API,matched
549300YS4CB1171BRJ08,First Bank,2025,Official HMDA Data Browser filers API,matched
549300YS7PW1Y7DQZG40,CENTURY,2025,Official HMDA Data Browser filers API,matched
549300YSLPB4FWL34Z59,MEMBERS HERITAGE Credit Union,2025,Official HMDA Data Browser filers API,matched
549300YSSK1TDPTWQ036,National Bank of Commerce,2025,Official HMDA Data Browser filers API,matched
549300YT2WUQF1W74119,Buckeye State Bank,2025,Official HMDA Data Browser filers API,matched
549300YTDHBD4XHCIR35,THE POLICE Credit Union,2025,Official HMDA Data Browser filers API,matched
549300YU5FXUC05UXI34,GLENDALE AREA SCHOOLS CREDIT UNION,2024,Official HMDA Data Browser filers API,matched
549300YUVOQXC2XL4P90,Community State Bank of Orbisonia,2024,Official HMDA Data Browser filers API,matched
549300YV77ZZ5ADLO929,Habib American Bank,2025,Official HMDA Data Browser filers API,matched
549300YVBUEC0SGSZW55,Park State Bank,2025,Official HMDA Data Browser filers API,matched
549300YVM8B4UQC5DK40,,,Official HMDA Data Browser filers API,unmatched
549300YW2UBCMDRMBT48,"RELIANCE FIRST CAPITAL, LLC",2025,Official HMDA Data Browser filers API,matched
549300YWKMUD8J4EF956,Progressive National Bank,2025,Official HMDA Data Browser filers API,matched
549300YX5RPSSMR88K92,"MERCHANTS MORTGAGE & TRUST CORPORATION, LLC",2025,Official HMDA Data Browser filers API,matched
549300YYDSCELMBQD390,PINNACLE,2024,Official HMDA Data Browser filers API,matched
549300YYJWBT2GH5DS80,PICATINNY FEDERAL CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300Z0OW7UDR5F5Z46,The Home National Bank of Thorntown,2023,Official HMDA Data Browser filers API,matched
549300Z1CDO1XR2ZMQ19,HUDSON RIVER COMMUNITY,2025,Official HMDA Data Browser filers API,matched
549300Z1TH1HE4A6TS23,TOPLINE FINANCIAL CREDIT UNION,2024,Official HMDA Data Browser filers API,matched
549300Z2B4FHRYOXTS09,Heritage Bank,2023,Official HMDA Data Browser filers API,matched
549300Z2FPZZD55OG155,UNION SQUARE CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300Z2IS3ZCJG3OT45,SEA COMM,2025,Official HMDA Data Browser filers API,matched
549300Z3IK4IHLP1R468,Verimore Bank,2024,Official HMDA Data Browser filers API,matched
549300Z4DDTZBW3TC153,Kaw Valley Bank,2025,Official HMDA Data Browser filers API,matched
549300Z4DV0VEDFHP667,"CRESTMARK MORTGAGE COMPANY, LTD.",2025,Official HMDA Data Browser filers API,matched
549300Z4E78BSM0XM758,TEXAS BAY,2025,Official HMDA Data Browser filers API,matched
549300Z4HQ7YDKUVEW39,VANTAGE WEST,2025,Official HMDA Data Browser filers API,matched
549300Z4ZK628DTL4L52,MidAmerica National Bank,2025,Official HMDA Data Browser filers API,matched
549300Z52CLXKDXGPH16,Peoples Bank of East Tennessee,2023,Official HMDA Data Browser filers API,matched
549300Z54IIB4Q3AKI90,SMART FINANCIAL CREDIT UNION,2025,Official HMDA Data Browser filers API,matched
549300Z5MYEIE55LLY49,"HFG HOLDINGS, LLC",2025,Official HMDA Data Browser filers API,matched
549300Z66NI4HM439O26,SACRAMENTO Credit Union,2025,Official HMDA Data Browser filers API,matched
549300Z6EE8DBBFUW487,KS StateBank,2025,Official HMDA Data Browser filers API,matched
549300Z6RK4QCIMZJD44,Community First Bank of Indiana,2025,Official HMDA Data Browser filers API,matched
549300Z77WUYJM3QG591,First PREMIER Bank,2025,Official HMDA Data Browser filers API,matched
549300Z7EP1HO5CH1C36,First Palmetto Bank,2025,Official HMDA Data Browser filers API,matched
549300Z7KF7I03AULW22,EECU,2025,Official HMDA Data Browser filers API,matched
549300Z8EM6P4IUIYG50,"Waterford Bank, N.A.",2025,Official HMDA Data Browser filers API,matched
549300Z9PK8PPMKST414,GREAT RIVER FEDERAL CREDIT UNION,2024,Official HMDA Data Browser filers API,matched
549300ZAI389CEN8VG51,AbbyBank,2023,Official HMDA Data Browser filers API,matched
549300ZAZI235VM8Q149,"JAMS-01, INC.",2025,Official HMDA Data Browser filers API,matched
549300ZBB5XXXOWVNS92,Deerwood Bank,2025,Official HMDA Data Browser filers API,matched
549300ZBBGOL4MIK0L71,Three Rivers Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
549300ZBJ7X2KWFZ7A33,RUSSELL COUNTRY FEDERAL CREDIT UNION,2024,Official HMDA Data Browser filers API,matched
549300ZBXINP1Y94CN02,"DIRECTORS MORTGAGE, INC.",2025,Official HMDA Data Browser filers API,matched
549300ZCR1XCLNEEI724,FOUNDATION MORTGAGE CORPORATION,2025,Official HMDA Data Browser filers API,matched
549300ZD18AVSD0OG331,GLENDENNING MORTGAGE CORPORATION,2025,Official HMDA Data Browser filers API,matched
549300ZDIZM7Y1MHKG98,Maine Savings Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
549300ZEHLZ064G58146,"Sterling Bank and Trust, FSB",2024,Official HMDA Data Browser filers API,matched
549300ZFJ1696ECS0S38,Platte Valley Bank,2024,Official HMDA Data Browser filers API,matched
549300ZGCIDP1G72QO72,"CF Bank, National Association",2025,Official HMDA Data Browser filers API,matched
549300ZGTXNHL5BKQZ27,"DIRECTIONS EQUITY, LLC",2025,Official HMDA Data Browser filers API,matched
549300ZGZ9WQMJLEPH17,"1ST PRIORITY MORTGAGE, INC.",2025,Official HMDA Data Browser filers API,matched
549300ZIQ24V0C88AC41,GTE Federal Credit Union,2025,Official HMDA Data Browser filers API,matched
549300ZIXM1VUXPG4D03,"Florida Capital Bank, National Association",2025,Official HMDA Data Browser filers API,matched
549300ZJ3ZL66QGSGO48,Lakeland Bank,2023,Official HMDA Data Browser filers API,matched
549300ZJ52ZRS3Q0S589,Bank of O'Fallon,2025,Official HMDA Data Browser filers API,matched
549300ZJIC4LOLZH0M42,THE GOLDEN 1,2025,Official HMDA Data Browser filers API,matched
